"species_id","species_name","identification_reference"
5437,Catharus minimus,"Lafresnaye, 1848"
5438,Catocala electa,"Vieweg, 1790"
5439,Catocala elocata,"Esper, 1787"
5440,Catocala fraxini,"Linnaeus, 1758"
5441,Catocala nupta,"Linnaeus, 1767"
5442,Catocala promissa,"Denis & Schiffermüller, 1775"
5443,Catocala sponsa,"Linnaeus, 1767"
5444,Catocha latipes,"Haliday, 1833"
5445,Catoplatus fabricii,"Stål, 1868"
5446,Catops chrysomeloides,"Panzer, 1798"
5447,Catops coracinus,"Kellner, 1846"
5448,Catops fuliginosus,"Erichson, 1837"
5449,Catops fuscus,"Panzer, 1794"
5450,Catops grandicollis,"Erichson, 1837"
5451,Catops kirbyi,"Spence, 1813"
5452,Catops longulus,"Kellner, 1846"
5453,Catops morio,"Fabricius, 1787"
5454,Catops neglectus,"Kraatz, 1852"
5455,Catops nigricans,"Spence, 1813"
5456,Catops nigriclavis,"Gerhardt, 1900"
5457,Catops nigrita,"Erichson, 1837"
5458,Catops picipes,"Fabricius, 1787"
5459,Catops subfuscus,"Kellner, 1846"
5460,Catops tristis,"Panzer, 1793"
5461,Catops westi,"Krogerus, 1931"
5462,Catoptria falsella,"Denis & Schiffermüller, 1775"
5463,Catoptria fulgidella,"Hübner, 1813"
5464,Catoptria lythargyrella,"Hübner, 1796"
5465,Catoptria margaritella,"Denis & Schiffermüller, 1775"
5466,Catoptria osthelderi,"de Lattin, 1950"
5467,Catoptria permutatellus,"Herrich-Schäffer, 1848"
5468,Catoptria pinella,"Linnaeus, 1758"
5469,Catoptria verellus,"Zincken, 1817"
5470,Catriona gymnota,"Couthouy, 1838"
5471,Cauchas fibulella,"Denis & Schiffermüller, 1775"
5472,Cauchas rufimitrella,"Scopoli, 1763"
5473,Caulleriella alata,"Southern, 1914"
5474,Cavariella aegopodii,"Scopoli, 1763"
5475,Cavariella cicutae,"Koch, 1854"
5476,Cavariella intermedia,"Hille Ris Lambers, 1969"
5477,Cavariella pastinacae,"Linnaeus, 1758"
5478,Cavariella theobaldi,"Gillette & Bragg, 1918"
5479,Cavernocypris subterranea,"Wolf, 1920"
5480,Caviphantes saxetorum,"Hull, 1916"
5481,Cea pulicaris,"Walker, 1837"
5482,Cecidomyia harrisi,"Nijveldt, 1987"
5483,Cecidomyia magna,"Möhn, 1955"
5484,Cecidomyia pini,"De Geer, 1776"
5485,Cecidomyia sarae,"Nijveldt, 1987"
5486,Cecidophyes galii,"Karpelles, 1884"
5487,Cecidophyes nudus,"Nalepa, 1891"
5488,Cecidophyes potentillae,"Liro, 1940"
5489,Cecidophyes psilocranus,"Nalepa, 1895"
5490,Cecidophyes violae,"Nalepa, 1902"
5491,Cecidophyopsis atrichus,"Nalepa, 1892"
5492,Cecidophyopsis betulae,"Nalepa, 1891"
5493,Cecidophyopsis psilaspis,"Nalepa, 1893"
5494,Cecidophyopsis ribis,"Westwood, 1869"
5495,Cecidophyopsis ruebsaameni,"Nalepa, 1895"
5496,Cecidophyopsis selachodon,"Van Eyndhoven, 1967"
5497,Cecidophyopsis vermiformis,"Nalepa, 1889"
5498,Cecidostiba adana,"Askew, 1961"
5499,Cecidostiba fungosa,"Geoffroy, 1785"
5500,Cecidostiba semifascia,"Walker, 1835"
5501,Cecilioides acicula,"Müller, 1774"
5502,Cecropis daurica,"Linnaeus, 1771"
5503,Cecrops latreillii,"Leach, 1816"
5504,Cedestis gysseleniella,"Zeller, 1839"
5505,Cedestis subfasciella,"Stephens, 1834"
5506,Cedrocrypta montana,"Kieffer, 1919"
5507,Celaena haworthii,"Curtis, 1829"
5508,Celaenopsis cuspidatus,"Kramer, 1876"
5509,Celastrina argiolus,"Linnaeus, 1758"
5510,Cellepora pumicosa,"Pallas, 1766"
5511,Celleporella hyalina,"Linnaeus, 1767"
5512,Celleporina caliciformis,"Lamouroux, 1816"
5513,Celtodoryx ciocalyptoides,"Burton, 1935"
5514,Celypha aurofasciana,"Haworth, 1811"
5515,Celypha cespitana,"Hübner, 1817"
5516,Celypha lacunana,"Denis & Schiffermüller, 1775"
5517,Celypha rivulana,"Scopoli, 1763"
5518,Celypha rosaceana,"Schläger, 1847"
5519,Celypha rufana,"Scopoli, 1763"
5520,Celypha rurestrana,"Duponchel, 1843"
5521,Celypha siderana,"Treitschke, 1835"
5522,Celypha striana,"Denis & Schiffermüller, 1775"
5523,Celypha tiedemanniana,"Zeller, 1845"
5524,Cenocoelius aartseni,"Van Achterberg, 1994"
5525,Cenocoelius analis,"Nees, 1834"
5526,Cenopalpus lineola,"Canestrini & Fanzago, 1876"
5527,Cenopalpus spinosus,"Donnadieu, 1875"
5528,Centeterus confector,"Gravenhorst, 1829"
5529,Centeterus rubiginosus,"Gmelin, 1790"
5530,Centistes ater,"Nees, 1834"
5531,Centistes collaris,"Thomson, 1895"
5532,Centistes cuspidatus,"Haliday, 1833"
5533,Centistes delusorius,"Foerster, 1862"
5534,Centistes edentatus,"Haliday, 1835"
5535,Centistes fuscipes,"Nees, 1834"
5536,Centistes nasutus,"Wesmael, 1838"
5537,Centistes paupella,"Shenefelt, 1969"
5538,Centistes subsulcatus,"Thomson, 1895"
5539,Centrolophus niger,"Gmelin, 1789"
5540,Centromerita bicolor,"Blackwall, 1833"
5541,Centromerita concinna,"Thorell, 1875"
5542,Centromerus arcanus,"Cambridge, 1873"
5543,Centromerus brevivulvatus,"Dahl, 1912"
5544,Centromerus dilutus,"Cambridge, 1875"
5545,Centromerus incilium,"Koch, 1881"
5546,Centromerus leruthi,"Fage, 1933"
5547,Centromerus levitarsis,"Simon, 1884"
5548,Centromerus pabulator,"Cambridge, 1875"
5549,Centromerus persimilis,"Cambridge, 1912"
5550,Centromerus prudens,"Cambridge, 1873"
5551,Centromerus semiater,"Koch, 1879"
5552,Centromerus serratus,"Cambridge, 1875"
5553,Centromerus sylvaticus,"Blackwall, 1841"
5554,Centropages hamatus,"Lilljeborg, 1853"
5555,Centropages typicus,"Krøyer, 1849"
5556,Centroptilum luteolum,"Müller, 1776"
5557,Centrorhynchus aluconis,"Müller, 1780"
5558,Centrorhynchus buteonis,"Schrank, 1788"
5559,Centrorhynchus globocaudatus,"Zeder, 1800"
5560,Centrotus cornutus,"Linnaeus, 1758"
5561,Cepaea hortensis,"Müller, 1774"
5562,Cepaea nemoralis,"Linnaeus, 1758"
5563,Cephalcia abietis,"Linnaeus, 1758"
5564,Cephalcia alashanica,"Gussakovskij, 1935"
5565,Cephalcia alpina,"Klug, 1808"
5566,Cephalcia arvensis,"Panzer, 1803"
5567,Cephalcia erythrogaster,"Hartig, 1837"
5568,Cephalcia lariciphila,"Wachtl, 1898"
5569,Cephalenchus hexalineatus,"Geraert, 1962"
5570,Cephalenchus illustris,"Andrássy, 1984"
5571,Cephalenchus leptus,"Siddiqi, 1963"
5572,Cephalia rufipes,"Meigen, 1826"
5573,Cephaloboides curvicaudata,"Schneider, 1866"
5574,Cephalobus persegnis,"Bastian, 1865"
5575,Cephalodella akrobeles,"Myers, 1934"
5576,Cephalodella apocolea,"Myers, 1924"
5577,Cephalodella auriculata,"Müller, 1773"
5578,Cephalodella catellina,"Müller, 1786"
5579,Cephalodella doryphora,"Myers, 1924"
5580,Cephalodella exigua,"Gosse, 1886"
5581,Cephalodella forficata,"Ehrenberg, 1832"
5582,Cephalodella forficula,"Ehrenberg, 1832"
5583,Cephalodella gibba,"Ehrenberg, 1832"
5584,Cephalodella globata,"Gosse, 1887"
5585,Cephalodella gracilis,"Ehrenberg, 1832"
5586,Cephalodella hoodii,"Gosse, 1886"
5587,Cephalodella hyalina,"Myers, 1924"
5588,Cephalodella intuta,"Myers, 1924"
5589,Cephalodella megalocephala,"Glascott, 1893"
5590,Cephalodella nana,"Myers, 1924"
5591,Cephalodella physalis,"Myers, 1924"
5592,Cephalodella plicata,"Myers, 1924"
5593,Cephalodella psammophila,"Koch-Althaus, 1962"
5594,Cephalodella rigida,"Donner, 1950"
5595,Cephalodella rotunda,"Wulfert, 1937"
5596,Cephalodella tantilloides,"Hauer, 1935"
5597,Cephalodella tecta,"Donner, 1950"
5598,Cephalodella tenuior,"Gosse, 1886"
5599,Cephalodella tenuiseta,"Burn, 1890"
5600,Cephalodella tinca,"Wulfert, 1937"
5601,Cephalodella trigona,"Rousselet, 1895"
5602,Cephalonomia formiciformis,"Westwood, 1833"
5603,Cephalonomia mycetophila,"Kieffer, 1906"
5604,Cephalops aeneus,"Fallén, 1810"
5605,Cephalops carinatus,"Verrall, 1901"
5606,Cephalops obtusinervis,"Zetterstedt, 1844"
5607,Cephalops penultimus,"Ackland, 1993"
5608,Cephalops perspicuus,"De Meijere, 1907"
5609,Cephalops semifumosus,"Kowarz, 1887"
5610,Cephalops signatus,"Becker, 1900"
5611,Cephalops subultimus,"Collin, 1956"
5612,Cephalops ultimus,"Becker, 1900"
5613,Cephalops vittipes,"Zetterstedt, 1844"
5614,Cephalosphaera furcata,"Egger, 1860"
5615,Cephalosphaera germanica,"Aczél, 1940"
5616,Cephalotes curvistriatus,"Forel, 1899"
5617,Cephalotes pusillus,"Klug, 1824"
5618,Cephalothrips monilicornis,"Reuter, 1880"
5619,Cephalothrix rufifrons,"Johnston, 1837"
5620,Cephalothrix simula,"Iwata, 1952"
5621,Cephenemyia auribarbis,"Meigen, 1824"
5622,Cephenemyia stimulator,"Clark, 1815"
5623,Cephennium gallicum,"Ganglbauer, 1899"
5624,Cephennium thoracicum,"Müller & Kunze, 1822"
5625,Cepheus cepheiformis,"Nicolet, 1855"
5626,Cepheus dentatus,"Michael, 1888"
5627,Cepheus latus,"Koch, 1835"
5628,Cephus brachycercus,"Thomson, 1871"
5629,Cephus infuscatus,"Thomson, 1871"
5630,Cephus nigrinus,"Thomson, 1871"
5631,Cephus pygmeus,"Linnaeus, 1767"
5632,Cephus spinipes,"Panzer, 1800"
5633,Cepphis advenaria,"Hübner, 1790"
5634,Cepphus grylle,"Linnaeus, 1758"
5635,Ceraclea albimacula,"Rambur, 1842"
5636,Ceraclea annulicornis,"Stephens, 1836"
5637,Ceraclea dissimilis,"Stephens, 1836"
5638,Ceraclea fulva,"Rambur, 1842"
5639,Ceraclea nigronervosa,"Retzius, 1783"
5640,Ceraclea riparia,"Albarda, 1874"
5641,Ceraclea senilis,"Burmeister, 1839"
5642,Ceraleptus gracilicornis,"Herrich-Schäffer, 1835"
5643,Ceraleptus lividus,"Stein, 1858"
5644,Cerambyx cerdo,"Linnaeus, 1758"
5645,Cerambyx scopolii,"Fuessly, 1775"
5646,Ceramica pisi,"Linnaeus, 1758"
5647,Ceranisus menes,"Walker, 1839"
5648,Ceranthia abdominalis,"Robineau-Desvoidy, 1830"
5649,Ceranthia lichtwardtiana,"Villeneuve, 1931"
5650,Ceranthia samarensis,"Villeneuve, 1921"
5651,Cerapheles terminatus,"Ménétriés, 1832"
5652,Ceraphron testaceipes,"Kieffer, 1904"
5653,Ceraphron thomsoni,"Dalla Torre, 1890"
5654,Cerapterocerus mirabilis,"Westwood, 1833"
5655,Cerapteryx graminis,"Linnaeus, 1758"
5656,Cerastis leucographa,"Denis & Schiffermüller, 1775"
5657,Cerastis rubricosa,"Denis & Schiffermüller, 1775"
5658,Cerastoderma edule,"Linnaeus, 1758"
5659,Cerastoderma glaucum,"Bruguière, 1789"
5660,Ceratapion armatum,"Gerstaecker, 1854"
5661,Ceratapion basicorne,"Illiger, 1807"
5662,Ceratapion carduorum,"Kirby, 1808"
5663,Ceratapion gibbirostre,"Gyllenhal, 1813"
5664,Ceratapion onopordi,"Kirby, 1808"
5665,Ceratapion penetrans,"Germar, 1817"
5666,Ceraticelus bulbosus,"Emerton, 1882"
5667,Ceratina cyanea,"Kirby, 1802"
5668,Ceratinella brevipes,"Westring, 1851"
5669,Ceratinella brevis,"Wider, 1834"
5670,Ceratinella scabrosa,"Cambridge, 1871"
5671,Ceratinostoma ostiorum,"Haliday, 1832"
5672,Ceratitis capitata,"Wiedemann, 1824"
5673,Ceratitis cosyra,"Wiedemann, 1824"
5674,Ceratitis quilicii,"De Meyer, Mwatawala & Virgilio, 2016"
5675,Ceratocephale loveni,"Malmgren, 1867"
5676,Ceratocombus coleoptratus,"Zetterstedt, 1819"
5677,Ceratomegilla undecimnotata,"Schneider, 1792"
5678,Ceratophygadeuon bellus,"Gravenhorst, 1829"
5679,Ceratophyllus borealis,"Rothschild, 1907"
5680,Ceratophyllus columbae,"Gervais, 1844"
5681,Ceratophyllus farreni,"Rothschild, 1905"
5682,Ceratophyllus fringillae,"Walker, 1856"
5683,Ceratophyllus gallinae,"Schrank, 1803"
5684,Ceratophyllus garei,"Rothschild, 1902"
5685,Ceratophyllus hirundinis,"Curtis, 1826"
5686,Ceratophyllus rossitensis,"Dampf, 1913"
5687,Ceratophyllus rusticus,"Wagner, 1903"
5688,Ceratophyllus styx,"Rothschild, 1900"
5689,Ceratophys amoena,"Ribaut, 1920"
5690,Ceratophysella armata,"Nicolet, 1841"
5691,Ceratophysella bengtssoni,"Agren, 1904"
5692,Ceratophysella denticulata,"Bagnall, 1941"
5693,Ceratophysella engadinensis,"Gisin, 1949"
5694,Ceratophysella gibbosa,"Bagnall, 1940"
5695,Ceratophysella granulata,"Stach, 1949"
5696,Ceratophysella scotica,"Carpenter & Evans, 1899"
5697,Ceratophysella sigillata,"Uzel, 1890"
5698,Ceratophysella succinea,"Gisin, 1949"
5699,Ceratoplectus assimilis,"Bütschli, 1873"
5700,Ceratopogon communis,"Meigen, 1804"
5701,Ceratopogon naccinervis,"Borkent, 1997"
5702,Ceratopogon niveipennis,"Meigen, 1804"
5703,Ceratoppia bipilis,"Hermann, 1904"
5704,Ceratothoa oestroides,"Risso, 1816"
5705,Ceratothripoides brunneus,"Bagnall"
5706,Ceratothrips ericae,"Haliday, 1836"
5707,Ceratotrocha cornigera,"Bryce, 1893"
5708,Ceratozetes gracilis,"Michael, 1884"
5709,Ceratozetes mediocris,"Berlese, 1908"
5710,Ceratozetes minimus,"Sellnick, 1928"
5711,Ceratozetes parvulus,"Sellnick"
5712,Ceratozetes peritus,"Grandjean, 1951"
5713,Cerceris arenaria,"Linnaeus, 1758"
5714,Cerceris interrupta,"Panzer, 1799"
5715,Cerceris quadricincta,"Panzer, 1799"
5716,Cerceris quadrifasciata,"Panzer, 1799"
5717,Cerceris quinquefasciata,"Rossi, 1792"
5718,Cerceris ruficornis,"Fabricius, 1793"
5719,Cerceris rybyensis,"Linnaeus, 1771"
5720,Cerceris sabulosa,"Panzer, 1799"
5721,Cerchysiella planiscutellum,"Mercet, 1921"
5722,Cerchysius subplanus,"Dalman, 1820"
5723,Cercidia prominens,"Westring, 1851"
5724,Cercobelus jugaeus,"Walker, 1837"
5725,Cercopagis pengoi,"Ostroumov, 1891"
5726,Cercopis vulnerata,"Rossi, 1807"
5727,Cercopithifilaria rugosicauda,"Böhm & Supperer, 1953"
5728,Cercotrichas galactotes,"Temminck, 1820"
5729,Cercyon analis,"Paykull, 1798"
5730,Cercyon bifenestratus,"Küster, 1851"
5731,Cercyon castaneipennis,"Vorst, 2009"
5732,Cercyon convexiusculus,"Stephens, 1829"
5733,Cercyon depressus,"Stephens, 1829"
5734,Cercyon granarius,"Erichson, 1837"
5735,Cercyon haemorrhoidalis,"Fabricius, 1775"
5736,Cercyon impressus,"Sturm, 1807"
5737,Cercyon laminatus,"Sharp, 1873"
5738,Cercyon lateralis,"Marsham, 1802"
5739,Cercyon littoralis,"Gyllenhal, 1808"
5740,Cercyon marinus,"Thomson, 1853"
5741,Cercyon melanocephalus,"Linnaeus, 1758"
5742,Cercyon nigriceps,"Marsham, 1802"
5743,Cercyon obsoletus,"Gyllenhal, 1808"
5744,Cercyon pygmaeus,"Illiger, 1801"
5745,Cercyon quisquilius,"Linnaeus, 1760"
5746,Cercyon sternalis,"Sharp, 1918"
5747,Cercyon terminatus,"Marsham, 1802"
5748,Cercyon tristis,"Illiger, 1801"
5749,Cercyon unipunctatus,"Linnaeus, 1758"
5750,Cercyon ustulatus,"Preyssler, 1790"
5751,Cerebratulus fuscus,"McIntosh, 1874"
5752,Cerebratulus marginatus,"Renier, 1804"
5753,Cerebratulus roseus,"Delle Chiaje, 1841"
5754,Cereus pedunculatus,"Pennant, 1777"
5755,Ceriagrion tenellum,"De Villers, 1789"
5756,Ceriana conopsoides,"Linnaeus, 1758"
5757,Ceriana vespiformis,"Latreille, 1804"
5758,Cerianthus lloydii,"Gosse, 1859"
5759,Ceriodaphnia affinis,"Lilljeborg, 1901"
5760,Ceriodaphnia dubia,"Richard, 1894"
5761,Ceriodaphnia laticaudata,"Müller, 1867"
5762,Ceriodaphnia megops,"Sars, 1862"
5763,Ceriodaphnia pulchella,"Sars, 1862"
5764,Ceriodaphnia quadrangula,"Müller, 1785"
5765,Ceriodaphnia reticulata,"Jurine, 1820"
5766,Ceriodaphnia rotunda,"Sars, 1862"
5767,Ceriodaphnia setosa,"Matile, 1890"
5768,Cerithiopsis tubercularis,"Montagu, 1803"
5769,Cernuella aginnica,"Locard, 1894"
5770,Cernuella cisalpina,"Rossmässler, 1837"
5771,Cernuella neglecta,"Draparnaud, 1805"
5772,Cernuella virgata,"Da Costa, 1778"
5773,Cerobasis annulata,"Hagen, 1865"
5774,Cerobasis guestfalica,"Kolbe, 1880"
5775,Cerocephala cornigera,"Westwood, 1832"
5776,Cerocephala rufa,"Walker, 1833"
5777,Cerocoma schaefferi,"Linnaeus, 1758"
5778,Cerodontha affinis,"Fallén, 1823"
5779,Cerodontha angulata,"Loew, 1869"
5780,Cerodontha atra,"Meigen, 1830"
5781,Cerodontha atronitens,"Hendel, 1920"
5782,Cerodontha bimaculata,"Meigen, 1830"
5783,Cerodontha biseta,"Hendel, 1920"
5784,Cerodontha capitata,"Zetterstedt, 1848"
5785,Cerodontha caricicola,"Hering, 1926"
5786,Cerodontha caricivora,"Groschke, 1954"
5787,Cerodontha denticornis,"Panzer, 1806"
5788,Cerodontha fasciata,"Strobl, 1880"
5789,Cerodontha flavocingulata,"Strobl, 1909"
5790,Cerodontha fulvipes,"Meigen, 1830"
5791,Cerodontha geniculata,"Fallén, 1823"
5792,Cerodontha hirtae,"Nowakowski, 1967"
5793,Cerodontha incisa,"Meigen, 1830"
5794,Cerodontha iraeos,"Robineau-Desvoidy, 1851"
5795,Cerodontha lateralis,"Macquart, 1835"
5796,Cerodontha lineella,"Zetterstedt, 1838"
5797,Cerodontha luctuosa,"Meigen, 1830"
5798,Cerodontha morosa,"Meigen, 1830"
5799,Cerodontha muscina,"Meigen, 1830"
5800,Cerodontha phragmitidis,"Nowakowski, 1967"
5801,Cerodontha pygmaea,"Meigen, 1830"
5802,Cerodontha pygmella,"Hendel, 1931"
5803,Cerodontha rohdendorfi,"Nowakowski, 1967"
5804,Cerodontha spencerae,"Zlobin, 1993"
5805,Cerodontha superciliosa,"Zetterstedt, 1860"
5806,Cerodontha zuskai,"Nowakowski, 1973"
5807,Ceromya bicolor,"Meigen, 1824"
5808,Ceromya monstrosicornis,"Stein, 1924"
5809,Ceromya silacea,"Meigen, 1824"
5810,Ceropales maculata,"Fabricius, 1775"
5811,Ceropales variegata,"Fabricius, 1798"
5812,Cerophagus granulatus,"Dujardin, 1849"
5813,Cerophytum elateroides,"Latreille, 1804"
5814,Ceroplastes ceriferus,"Fabricius, 1798"
5815,Ceroplastes floridensis,"Comstock, 1881"
5816,Ceroplastes japonicus,"Green, 1921"
5817,Ceroplastes rubens,"Maskell, 1893"
5818,Ceroplastes rusci,"Linnaeus, 1758"
5819,Ceroplastes sinensis,"Del Guercio, 1900"
5820,Ceroplastes stellifer,"Westwood, 1871"
5821,Ceroptres clavicornis,"Hartig, 1840"
5822,Cerotelion striatum,"Gmelin, 1790"
5823,Ceroxys urticae,"Linnaeus, 1758"
5824,Certhia brachydactyla,"Brehm, 1820"
5825,Certhia familiaris,"Linnaeus, 1758"
5826,Cerura erminea,"Esper, 1783"
5827,Cerura vinula,"Linnaeus, 1758"
5828,Ceruraphis eriophori,"Walker, 1848"
5829,Cervidellus neftasiensis,"Boström, 1986"
5830,Cervidellus vexilliger,"De Man, 1880"
5831,Cervus elaphus,"Linnaeus, 1758"
5832,Cervus nippon,"Temminck, 1838"
5833,Cerylon deplanatum,"Gyllenhal, 1827"
5834,Cerylon fagi,"Brisout, 1867"
5835,Cerylon ferrugineum,"Stephens, 1830"
5836,Cerylon histeroides,"Fabricius, 1793"
5837,Cerylon impressum,"Erichson, 1845"
5838,Cetema cereris,"Fallén, 1820"
5839,Cetema elongatum,"Meigen, 1830"
5840,Cetema myopina,"Loew, 1866"
5841,Cetema neglectum,"Tonnoir, 1921"
5842,Cetema simile,"Ismay, 1985"
5843,Cetonia aurata,"Linnaeus, 1758"
5844,Cetopirus complanatus,"Mörch, 1852"
5845,Cetorhinus maximus,"Gunnerus, 1765"
5846,Cettia cetti,"Temminck, 1820"
5847,Ceutorhynchus alliariae,"Brisout, 1860"
5848,Ceutorhynchus assimilis,"Paykull, 1792"
5849,Ceutorhynchus atomus,"Boheman, 1845"
5850,Ceutorhynchus cakilis,"Hansen, 1917"
5851,Ceutorhynchus chalybaeus,"Germar, 1824"
5852,Ceutorhynchus cochleariae,"Gyllenhal, 1813"
5853,Ceutorhynchus constrictus,"Marsham, 1802"
5854,Ceutorhynchus contractus,"Marsham, 1802"
5855,Ceutorhynchus erysimi,"Fabricius, 1787"
5856,Ceutorhynchus hampei,"Brisout, 1869"
5857,Ceutorhynchus hirtulus,"Germar, 1824"
5858,Ceutorhynchus ignitus,"Germar, 1824"
5859,Ceutorhynchus napi,"Gyllenhal, 1837"
5860,Ceutorhynchus obstrictus,"Marsham, 1802"
5861,Ceutorhynchus pallidactylus,"Marsham, 1802"
5862,Ceutorhynchus pectoralis,"Weise, 1895"
5863,Ceutorhynchus pervicax,"Weise, 1883"
5864,Ceutorhynchus picitarsis,"Gyllenhal, 1837"
5865,Ceutorhynchus posthumus,"Germar, 1824"
5866,Ceutorhynchus pulvinatus,"Gyllenhal, 1837"
5867,Ceutorhynchus pumilio,"Gyllenhal, 1827"
5868,Ceutorhynchus pyrrhorhynchus,"Marsham, 1802"
5869,Ceutorhynchus querceti,"Gyllenhal, 1813"
5870,Ceutorhynchus rapae,"Gyllenhal, 1837"
5871,Ceutorhynchus resedae,"Marsham, 1802"
5872,Ceutorhynchus rhenanus,"Schultze, 1895"
5873,Ceutorhynchus roberti,"Gyllenhal, 1837"
5874,Ceutorhynchus scapularis,"Gyllenhal, 1837"
5875,Ceutorhynchus sulcicollis,"Paykull, 1800"
5876,Ceutorhynchus syrites,"Germar, 1824"
5877,Ceutorhynchus turbatus,"Schultze, 1903"
5878,Ceutorhynchus typhae,"Herbst, 1795"
5879,Chabertia ovina,"Fabricius, 1788"
5880,Chadraceps hiaticulae,"Fabricius, 1780"
5881,Chaenotetrastichus grangeri,"Erdös, 1958"
5882,Chaenusa conjungens,"Nees, 1811"
5883,Chaenusa lymphata,"Haliday, 1839"
5884,Chaenusa naiadum,"Haliday, 1839"
5885,Chaenusa nereidum,"Haliday, 1839"
5886,Chaetanaphothrips orchidii,"Moulton, 1907"
5887,Chaetarthria seminulum,"Herbst, 1797"
5888,Chaetarthria similis,"Wollaston, 1864"
5889,Chaetarthria simillima,"Vorst & Cuppen, 2003"
5890,Chaetocladius dentiforceps,"Edwards, 1929"
5891,Chaetocladius femineus,"Edwards, 1929"
5892,Chaetocladius laminatus,"Brundin, 1947"
5893,Chaetocladius melaleucus,"Meigen, 1818"
5894,Chaetocladius perennis,"Meigen, 1830"
5895,Chaetocladius piger,"Goetghebuer, 1913"
5896,Chaetocladius suecicus,"Kieffer, 1916"
5897,Chaetocladius tenuistylus,"Brundin, 1947"
5898,Chaetocladius vitellinus,"Kieffer, 1908"
5899,Chaetocnema aerosa,"Letzner, 1847"
5900,Chaetocnema arida,"Foudras, 1860"
5901,Chaetocnema aridula,"Gyllenhal, 1827"
5902,Chaetocnema concinna,"Marsham, 1802"
5903,Chaetocnema confusa,"Boheman, 1851"
5904,Chaetocnema hortensis,"Geoffroy, 1785"
5905,Chaetocnema mannerheimii,"Gyllenhal, 1827"
5906,Chaetocnema picipes,"Stephens, 1831"
5907,Chaetocnema sahlbergii,"Gyllenhal, 1827"
5908,Chaetocnema subcoerulea,"Kutschera, 1864"
5909,Chaetodactylus birulai,"Zachvatkin, 1941"
5910,Chaetodactylus osmiae,"Dufour, 1839"
5911,Chaetoderma nitidulum,"Lovén, 1844"
5912,Chaetogaster cristallinus,"Vejdovsky, 1883"
5913,Chaetogaster diaphanus,"Gruithuisen, 1828"
5914,Chaetogaster diastrophus,"Gruithuisen, 1828"
5915,Chaetogaster langi,"Bretscher, 1896"
5916,Chaetogaster limnaei,"Baer, 1827"
5917,Chaetogaster setosus,"Svetlov, 1925"
5918,Chaetolonchaea brevipilosa,"Czerny, 1934"
5919,Chaetolonchaea dasyops,"Meigen, 1826"
5920,Chaetolonchaea pallipennis,"Zetterstedt, 1855"
5921,Chaetonotus chuni,"Voigt, 1901"
5922,Chaetonotus larus,"Müller, 1773"
5923,Chaetonotus linguaeformis,"Voigt, 1902"
5924,Chaetonotus macrochaetus,"Zelinka, 1889"
5925,Chaetonotus maximus,"Ehrenberg, 1830"
5926,Chaetophora spinosa,"Rossi, 1794"
5927,Chaetopleurophora erythronota,"Strobl, 1892"
5928,Chaetopleurophora pygidialis,"Schmitz, 1941"
5929,Chaetopleurophora spinosa,"Schmitz, 1935"
5930,Chaetopleurophora spinosissima,"Strobl, 1892"
5931,Chaetopodella scutellaris,"Haliday, 1836"
5932,Chaetopsylla globiceps,"Taschenberg, 1880"
5933,Chaetopsylla trichosa,"Kohaut, 1903"
5934,Chaetopteroplia segetum,"Herbst, 1783"
5935,Chaetopterus variopedatus,"Cuvier, 1827"
5936,Chaetopteryx major,"Maclachlan, 1876"
5937,Chaetopteryx villosa,"Fabricius, 1798"
5938,Chaetorellia jaceae,"Robineau-Desvoidy, 1830"
5939,Chaetosa punctipes,"Meigen, 1826"
5940,Chaetosiphella berlesei,"Del Guercio, 1905"
5941,Chaetosiphon fragaefolii,"Cockerell, 1901"
5942,Chaetosiphon potentillae,"Walker, 1850"
5943,Chaetostomella cylindrica,"Robineau-Desvoidy, 1830"
5944,Chaetostricha krygeri,"Soyka, 1934"
